slug,name,city,category,content,subline,main_image,michelin_stars,crown,lat,long
the-ritz-carlton-tokyo,"The Ritz-Carlton, Tokyo",tokyo,Hotels,"The Ritz-Carlton, Tokyo, is a luxurious hotel located in the heart of Japan's bustling capital. Offering stunning views of the city skyline and Tokyo Tower, this five-star establishment combines traditional Japanese hospitality with modern elegance. Guests can enjoy refined dining options, a world-class spa, and spacious accommodations designed for comfort and sophistication. With its prime location and exceptional service, The Ritz-Carlton, Tokyo is an ideal choice for discerning travelers seeking a memorable experience in one of the world's most vibrant cities.",,https://framerusercontent.com/images/6wNTQsFB2viFQck2q0kZGg7yXXA.jpeg,0,false,35.666329,139.7313616
the-rome-edition,The Rome EDITION,rome,Hotels,"The Rome Edition is a luxurious hotel located in the heart of Rome, renowned for its sleek design and modern amenities. Situated close to iconic landmarks such as the Colosseum and the Vatican, this hotel offers a unique blend of contemporary elegance and rich historical context. Guests can enjoy exquisite dining options, a vibrant atmosphere, and exceptional service, making it an ideal choice for both leisure and business travelers seeking a memorable experience in the Eternal City.",,https://framerusercontent.com/images/zPbl4T3acRp1uGnPywVxyIcsyM.jpg,0,false,41.9028,12.4964
the-royal-hawaiian,The Royal Hawaiian,hawaii,Hotels,"The Royal Hawaiian, also known as the ""Pink Palace of the Pacific,"" is an iconic beachfront resort located in Honolulu, Hawaii. Renowned for its stunning architecture and rich history, this luxurious hotel offers guests an unparalleled experience with breathtaking ocean views, exquisite dining options, and a blend of traditional Hawaiian hospitality. Whether lounging on the pristine beach or exploring the vibrant culture of Hawaii, visitors can enjoy a memorable stay at this esteemed destination.",,https://framerusercontent.com/images/8KYIuqaIAS1NoAykUpxDK0BZlZA.webp,0,false,21.2784951,-157.829366
the-royal-park-hotel-iconic-kyoto,The Royal Park Hotel ICONIC Kyoto,kyoto,Hotels,"The Royal Park Hotel ICONIC Kyoto is a contemporary hotel situated in the heart of Kyoto, offering guests a unique blend of modern comfort and traditional Japanese hospitality. With its prime location, visitors can easily explore the city's rich cultural heritage, including historical temples and vibrant shopping districts. The hotel features stylish accommodations, a range of dining options, and amenities designed for both leisure and business travelers, making it an ideal choice for those seeking an unforgettable experience in this historic city.",,https://framerusercontent.com/images/2rOy44kLzJqwzSgySh4GTNdF7t0.webp,0,false,35.0116,135.7681
the-sg-club,The SG Club,tokyo,Dining,"The SG Club is a trendy bar located in the heart of Tokyo, known for its innovative cocktails and vibrant atmosphere. It blends a unique mix of Japanese and international influences, offering a diverse drink menu that caters to both locals and tourists. This establishment has gained attention for its stylish decor and friendly service, making it a popular spot for nightlife in the city.",,https://framerusercontent.com/images/5i48pHOEEGvsNQTzmfsuOw9vb4.jpg,0,false,35.6642536,139.6992393
the-savoy,The Savoy,london,Hotels,"The Savoy, located in London, is a historic luxury hotel renowned for its stunning Edwardian architecture and opulent interiors. With a Michelin star, it showcases exceptional dining experiences, including the famous Savoy Grill. This iconic establishment has been a favorite among celebrities and dignitaries since its opening in 1889, offering guests a blend of classic elegance and modern amenities.",,https://framerusercontent.com/images/toulWhusiOIUqFoLzOlnqEn05qQ.jpg,1,false,51.5105657,-0.1198932
the-shilla-seoul,The Shilla Seoul,seoul,Hotels,"The Shilla Seoul is a luxurious hotel located in the heart of South Korea's vibrant capital, Seoul. Renowned for its elegant design and exceptional service, this five-star establishment offers a perfect blend of traditional Korean hospitality and modern amenities. Guests can enjoy a variety of dining options, a world-class spa, and easy access to popular attractions, making it an ideal choice for both leisure and business travelers. With its stunning views and sophisticated atmosphere, The Shilla Seoul is a standout destination in the city's hospitality scene.",,https://framerusercontent.com/images/BUAwV8grhCTl8nDqsEJlKEDFKs.avif,0,false,37.5558605,127.0051493
the-shinmonzen,The Shinmonzen,kyoto,Hotels,"The Shinmonzen is a renowned dining establishment located in Kyoto, Japan. Known for its exquisite culinary offerings, the restaurant has gained recognition in the gastronomic community. Although it currently holds no Michelin stars, its commitment to high-quality ingredients and meticulous presentation has earned it a loyal following. With a crown rating, The Shinmonzen promises an exceptional dining experience that reflects the rich cultural heritage of Kyoto.",,https://framerusercontent.com/images/pzsDdFkJguRG2FtQsfBdfTshrRk.jpg,0,true,35.0116,135.7681
the-singapore-edition,The Singapore EDITION,singapore,Hotels,"The Singapore EDITION is a luxurious hotel located in the vibrant city of Singapore. Known for its contemporary design and exceptional service, this hotel offers a unique blend of modern comforts and local culture. Guests can enjoy a range of amenities, including fine dining options, a stunning rooftop bar, and state-of-the-art facilities. With its prime location, the Singapore EDITION provides easy access to popular attractions, making it an ideal choice for both leisure and business travelers.",,https://framerusercontent.com/images/tZISzDRiVkVcxYJiLSNEtZ7T3Uk.jpg,0,false,1.3052947,103.8272461
the-slate,The Slate,phuket,Hotels,"The Slate is a luxurious resort located in Phuket, Thailand, known for its stunning architecture that blends modern design with traditional Thai elements. Set against a backdrop of lush greenery and the pristine beaches of Nai Yang, the resort offers a tranquil escape with a variety of accommodations, from spacious rooms to private villas. Guests can indulge in world-class dining experiences, relax at the spa, or explore the nearby natural attractions, making it an ideal destination for both relaxation and adventure.",,https://framerusercontent.com/images/kUh7JvF6sh1S11PwpU8djyxQo.jpg,0,false,8.0862229,98.2980543
the-standard-bangkok-mahanakhon,"The Standard, Bangkok Mahanakhon",bangkok,Hotels,"The Standard, Bangkok Mahanakhon is a luxurious hotel located in the heart of Bangkok, Thailand. Renowned for its stunning architectural design, it offers a unique blend of modernity and comfort. The hotel features stylish accommodations, top-notch amenities, and vibrant dining options, making it an ideal destination for both leisure and business travelers. With its prime location, guests can easily explore the city's rich culture and attractions.",,https://framerusercontent.com/images/NvaGX7jV5UxoGfsB9Jw8ZIrAxdM.jpg,0,false,13.7563,100.5018
the-standard-london,"The Standard, London",london,Hotels,"The Standard, London is a contemporary hotel located in the vibrant area of King's Cross. Known for its striking architecture and stylish interiors, it offers guests a unique blend of comfort and modern design. With its close proximity to major attractions, restaurants, and transport links, The Standard serves as an ideal base for both leisure and business travelers exploring the dynamic city of London.",,https://framerusercontent.com/images/YHetesRTu1fpfxzaVRaA2wXI1Y.jpeg,0,false,51.4770445,0.0191953
the-standard-mahanakhon,"The Standard, Mahanakhon",bangkok,Hotels,"The Standard, Mahanakhon is a luxurious hotel located in the heart of Bangkok, Thailand. Known for its modern design and vibrant atmosphere, it offers stunning views of the city skyline. Guests can enjoy a range of amenities including stylish rooms, a rooftop bar, and fine dining options. With its prime location, The Standard serves as an ideal base for exploring Bangkok's rich culture, nightlife, and attractions.",,https://framerusercontent.com/images/qHsDQiJ93ZkMUEc6golPSxw2e8.webp,0,false,13.7563,100.5018
the-surf-club-restaurant,The Surf Club Restaurant,miami,Restaurants,"The Surf Club Restaurant, located in Miami, is a prestigious dining destination renowned for its exquisite culinary offerings and elegant atmosphere. With one Michelin star, it showcases a menu that blends fresh local ingredients with innovative techniques. The restaurant is part of the historic Surf Club, which has long been a favorite among celebrities and locals alike. Whether you're looking for a fine dining experience or a casual meal, The Surf Club Restaurant promises a memorable experience that captures the essence of Miami's vibrant culinary scene.",,https://framerusercontent.com/images/G5E97jB50h4WcyNJc7YUhwQpI.jpg,1,false,25.7617,-80.1918
the-surin-phuket,The Surin Phuket,phuket,Hotels,"The Surin Phuket is a luxurious beachfront resort located on the stunning Pansea Beach in Phuket, Thailand. With its elegant design and emphasis on privacy, the resort offers guests a serene escape amidst lush tropical landscapes. The accommodations feature spacious rooms and villas, many with breathtaking ocean views. Guests can indulge in exquisite dining options, rejuvenating spa treatments, and a variety of recreational activities, making it an ideal destination for both relaxation and adventure. With a perfect rating of 5, The Surin Phuket is a top choice for travelers seeking a memorable experience in paradise.",,https://framerusercontent.com/images/qKmhamQ6HJn7SLTnN3rRQP04jy0.webp,0,false,7.9810172,98.2779911
the-surrey,The Surrey,new-york,Hotels,"The Surrey is an upscale boutique hotel located in the heart of New York City, known for its elegant design and luxurious amenities. With a prime location on the Upper East Side, guests enjoy proximity to Central Park, world-class museums, and high-end shopping. The hotel features well-appointed rooms, a renowned restaurant, and personalized services, making it an ideal retreat for both leisure and business travelers. Despite its Michelin star rating of zero, The Surrey is celebrated for its sophisticated atmosphere and exceptional hospitality.",,https://framerusercontent.com/images/AbQQRw4RYgd2pfloHEjiinyVMnM.jpg,0,false,40.7743322,-73.9640256
the-tavernist,The Tavernist,taipei,Bars,"The Tavernist is a popular dining destination located in Taipei, known for its inviting atmosphere and unique culinary offerings. This establishment combines traditional flavors with modern techniques, making it a must-visit for both locals and tourists. While it currently holds no Michelin stars, its dedication to quality and creativity in the kitchen has garnered a loyal following.",,https://framerusercontent.com/images/mgvsPm9z5W3aH6dOJdNh8srqXiQ.webp,0,false,25.033,121.5654
the-tokyo-edition-ginza,"The Tokyo EDITION, Ginza",tokyo,Hotels,"The Tokyo EDITION, Ginza is a luxurious hotel located in the heart of Tokyo's upscale Ginza district. This contemporary property combines modern design with traditional Japanese aesthetics, offering guests a unique and sophisticated experience. With its prime location, visitors can easily explore the vibrant shopping and dining scene that Ginza is known for. The hotel features elegant accommodations, exceptional dining options, and top-notch amenities, making it an ideal choice for both business and leisure travelers.",,https://framerusercontent.com/images/Nl5GI388aqOTaT06o3mwrbnVA.avif,0,true,35.6762,139.6503
the-tokyo-edition-toranomon,"The Tokyo EDITION, Toranomon",tokyo,Hotels,"The Tokyo EDITION, Toranomon is a luxurious hotel located in the heart of Tokyo, offering a blend of modern elegance and traditional Japanese hospitality. With its stylish design and exceptional service, it provides a serene retreat for both business and leisure travelers. Guests can enjoy world-class dining options, a relaxing spa, and stunning views of the Tokyo skyline. The hotel's location makes it ideal for exploring the vibrant attractions of the city, including shopping, dining, and cultural experiences.",,https://framerusercontent.com/images/DUjOcCTvtwayCVdusfzefmZH0x4.avif,0,false,35.6647099,139.7454448
the-twenty-two,The Twenty Two,london,Hotels,"The Twenty Two is an upscale dining establishment located in the heart of London, known for its elegant ambiance and innovative cuisine. With a focus on seasonal ingredients and artistic presentation, the restaurant aims to offer a unique culinary experience. Although it currently holds no Michelin stars, The Twenty Two is celebrated for its exceptional service and vibrant atmosphere, making it a popular choice among locals and visitors alike.",,https://framerusercontent.com/images/95YEmKJN4jBcDskR5KjAGiBmIQ.jpg,0,false,51.5074,-0.1278
the-twenty-two-new-york,The Twenty Two New York,new-york,Hotels,"The Twenty Two in New York is a sophisticated dining destination that promises a unique culinary experience. Located in the heart of the city, this establishment is known for its innovative dishes and exceptional service. With a focus on high-quality ingredients and artistic presentation, it aims to provide guests with a memorable meal. While it currently holds no Michelin stars, its reputation is rapidly growing among food enthusiasts and critics alike.",,https://framerusercontent.com/images/r8epmr01jG293WNjF8v1BbV1cb8.avif,0,false,40.7127281,-74.0060152
the-ukai-taipei,The Ukai Taipei,taipei,Dining,"The Ukai Taipei is a renowned dining establishment located in the vibrant city of Taipei. Known for its exquisite Japanese cuisine, the restaurant offers a unique dining experience that emphasizes traditional techniques and fresh ingredients. With a serene ambiance, it is an ideal spot for both casual meals and special occasions. Although it currently holds no Michelin stars, its reputation for quality and authenticity continues to attract food enthusiasts and locals alike.",,https://framerusercontent.com/images/OdJPhd8mgqdrJx5pr6T1c1VLU.jpg,0,false,25.0343269,121.567224
the-venice-venice-hotel,The Venice Venice Hotel,venice,Hotels,"The Venice Venice Hotel is a charming accommodation located in the heart of Venice, Italy. Known for its picturesque canals and rich cultural heritage, this hotel offers guests a unique blend of comfort and elegance. While it currently holds no Michelin stars, it provides a cozy atmosphere with easy access to nearby attractions, making it an ideal choice for travelers seeking to explore the beauty of this historic city.",,https://framerusercontent.com/images/uiVbVxsXqtFkIdsQVv0tgmQV7o.jpg,0,false,33.9802964,-118.4677074
the-west-hollywood-edition,The West Hollywood EDITION,los-angeles,Hotels,"The West Hollywood EDITION is a stylish hotel located in the vibrant city of Los Angeles. Known for its modern design and luxurious amenities, this hotel offers a unique blend of comfort and sophistication. Guests can enjoy upscale dining options, a lively bar scene, and a relaxing spa, all while being at the heart of West Hollywood's bustling nightlife and cultural attractions. With its prime location, the West Hollywood EDITION is an ideal destination for both leisure and business travelers seeking an unforgettable experience.",,https://framerusercontent.com/images/uuyR853HZmY1df5FgBvdBHT5v8.jpg,0,false,34.09002,-118.389146
the-westin-bonaventure,The Westin Bonaventure ,los-angeles,Hotels,"The Westin Bonaventure is a prominent hotel located in the heart of Los Angeles. Known for its distinctive cylindrical towers and stunning views of the city skyline, this hotel offers modern accommodations and a range of amenities including a fitness center, outdoor pool, and multiple dining options. Its central location makes it an ideal choice for both business and leisure travelers, providing easy access to popular attractions, shopping, and entertainment in downtown Los Angeles.",,https://framerusercontent.com/images/bfGHFpLojzoU8sUHjXEiNHAbOr4.jpg,0,false,34.0536909,-118.242766
the-westin-osaka,The Westin Osaka,osaka,Hotels,"The Westin Osaka is a luxurious hotel located in the vibrant city of Osaka, Japan. Known for its elegant accommodations and exceptional service, the hotel offers a serene retreat from the bustling city life. Guests can enjoy a variety of amenities, including fine dining options, a wellness center, and stunning views of the surrounding area. With its convenient location near popular attractions, The Westin Osaka serves as an ideal base for both business and leisure travelers looking to explore the rich culture and cuisine of Osaka.",,https://framerusercontent.com/images/7nE2HjVnJiZF6haV9Hlk08Lz0Sk.jpeg,0,false,34.7048821,135.4895414
the-westin-tokyo,The Westin Tokyo,tokyo,Hotels,"The Westin Tokyo is a luxurious hotel located in the heart of Tokyo, renowned for its elegant design that blends traditional Japanese aesthetics with modern comfort. Offering spacious rooms with stunning city views, the hotel features a variety of dining options, including exquisite Japanese cuisine and international fare. Guests can enjoy amenities such as a fitness center, spa services, and easy access to nearby attractions, making it an ideal choice for both leisure and business travelers.",,https://framerusercontent.com/images/prPeXMTjn1LU3JLoX8ZJZAjVM.jpg,0,false,35.6762,139.6503
thompson-denver,Thompson Denver,colorado,Hotels,"Thompson Denver is a modern luxury hotel located in the heart of Denver, Colorado. Known for its sleek design and vibrant atmosphere, the hotel offers a blend of contemporary style and comfort. Guests can enjoy stunning views of the Rocky Mountains and the city skyline while experiencing top-notch amenities and services. With a focus on providing a unique urban experience, Thompson Denver is an ideal destination for both leisure and business travelers.",,https://framerusercontent.com/images/F9Ty1R42UTeCwTcH5rad6eKOf4.jpg,0,false,39.7498729,-104.9977884
thompson-miami-beach,Thompson Miami Beach,miami,Hotels,"The Thompson Miami Beach is a stylish hotel located in the vibrant city of Miami. Known for its modern design and upscale amenities, the hotel offers a luxurious escape just steps away from the beautiful beaches. Guests can enjoy a variety of dining options, a stunning rooftop pool, and easy access to Miami's lively nightlife and cultural attractions. With a focus on comfort and sophistication, the Thompson Miami Beach is an ideal destination for both relaxation and exploration.",,https://framerusercontent.com/images/ZNRNkS5FGmlVBDjZ2x6mKGLiPo.png,0,false,25.7617,-80.1918
thompson-washington-d-c,Thompson Washington D.C.,washington-dc,Hotels,"Thompson Washington D.C. is a modern hotel located in the heart of the nation's capital. Known for its sleek design and contemporary amenities, the hotel offers guests a sophisticated experience with stunning views of the city. With easy access to major attractions, dining, and cultural landmarks, it serves as an ideal base for both business and leisure travelers. The hotel's commitment to exceptional service and stylish accommodations makes it a noteworthy choice in Washington D.C.",,https://framerusercontent.com/images/GoZMNwYnONvgdKmYCj6IaVg4T1U.webp,0,false,38.8746602,-77.0025011
tokyo-garden-terrace-kioicho,Tokyo Garden Terrace Kioicho,tokyo,Other,"Tokyo Garden Terrace Kioicho is a sophisticated dining destination located in the heart of Tokyo. Known for its elegant atmosphere and exceptional service, this venue offers a unique culinary experience that blends traditional Japanese flavors with modern techniques. Surrounded by beautiful gardens, it provides a serene escape from the bustling city while showcasing seasonal ingredients in its dishes. Whether you're looking for a casual meal or a special occasion, Tokyo Garden Terrace Kioicho promises a memorable dining experience.",,https://framerusercontent.com/images/z5P1b2pfz3hPZg5s4gbIeVCQ9E.jpg,0,false,35.6799216,139.7374081
tokyo-midtown-hibiya,Tokyo Midtown Hibiya,tokyo,Other,"Tokyo Midtown Hibiya is a vibrant urban complex located in the heart of Tokyo, Japan. Known for its modern architecture and a blend of shopping, dining, and entertainment options, it offers visitors a unique experience. The complex features a variety of restaurants, boutiques, and art spaces, making it a popular destination for both locals and tourists. With its central location and accessibility, Tokyo Midtown Hibiya serves as a hub for cultural and social activities in the city.",,https://framerusercontent.com/images/gkGhGuiCCW9WQo3nKScxfvz24vA.jpg,0,false,35.6734721,139.7592489
tokyo-prince-hotel,Tokyo Prince Hotel,tokyo,Hotels,"The Tokyo Prince Hotel is a well-rated accommodation located in the heart of Tokyo, offering stunning views of the iconic Tokyo Tower. With a blend of modern amenities and traditional Japanese hospitality, the hotel provides a comfortable stay for both business and leisure travelers. Guests can enjoy various dining options, a fitness center, and easy access to popular attractions, making it an ideal choice for exploring the vibrant city.",,https://framerusercontent.com/images/mANABsX89IpqM8G69eEUWS2Wc.webp,0,false,35.6590244,139.7481355
toranomon-yokocho,Toranomon Yokocho,tokyo,Other,"Toranomon Yokocho is a vibrant and trendy food alley located in Tokyo, known for its unique blend of traditional and modern Japanese cuisine. This bustling area features a variety of eateries, from casual izakayas to gourmet restaurants, offering a diverse range of dishes that celebrate the rich culinary heritage of Japan. With its lively atmosphere and charming ambiance, Toranomon Yokocho is a popular destination for both locals and tourists looking to experience the flavors of Tokyo in a welcoming setting. Whether you're in the mood for sushi, ramen, or street food, this culinary hotspot has something to satisfy every palate.",,https://framerusercontent.com/images/VPcDOgzavhVkcx4yiIh8xxHUWog.webp,0,false,35.6677987,139.7498952
torre-agbar,Torre Agbar,barcelona,Bars,"The Torre Agbar is an iconic skyscraper located in Barcelona, renowned for its unique bullet-shaped design and vibrant LED-lit façade that illuminates the night sky. Completed in 2005, this architectural marvel was designed by French architect Jean Nouvel and stands as a symbol of modern Barcelona. The tower, reaching a height of 144 meters, houses offices and offers stunning views of the city. Its innovative structure and dynamic lighting have made it a popular landmark among both locals and tourists.",,https://framerusercontent.com/images/70ELzcA2LxIFG7Xs2W4mr13Kk.jpg,0,false,41.4035197,2.1895204
torrisi,Torrisi,new-york,Dining,"Torrisi is a renowned restaurant located in New York City, celebrated for its innovative Italian-American cuisine. With a Michelin star to its name, Torrisi offers a unique dining experience that combines traditional flavors with modern techniques. The atmosphere is warm and inviting, making it a perfect spot for both casual diners and special occasions. Although it has yet to be reviewed, its reputation and accolades speak to the quality of the food and service guests can expect.",,https://framerusercontent.com/images/fUOy6du5wtggXey5FX7yXjnUWQ.jpg,1,false,40.724217,-73.9954001
trinity,Trinity,london,Dining,"Trinity is a Michelin-starred restaurant located in London, known for its innovative approach to modern British cuisine. With a focus on seasonal ingredients and a commitment to sustainability, the restaurant offers a unique dining experience that highlights the best of what the region has to offer. The ambiance is elegant yet welcoming, making it a perfect spot for both casual diners and special occasions. Whether you're a local or a visitor, Trinity promises an exceptional culinary journey.",,https://framerusercontent.com/images/jqCv7FeQa7CB3TIKVAzqRYII.jpg,1,false,51.5237744,-0.0860591
uts-dr-chau-chak-wing-building,UTS Dr. Chau Chak Wing Building,sydney,Other,"The UTS Dr. Chau Chak Wing Building, located in Sydney, Australia, is an architectural marvel designed by renowned architect Frank Gehry. Completed in 2014, this innovative structure serves as the home for the University of Technology Sydney's business school. The building is notable for its unique, organic form and striking façade, which stands out in the urban landscape. It is not only a hub for education but also a symbol of contemporary design and creativity in the heart of Sydney.",,https://framerusercontent.com/images/nDNrH3OlgKDu4ppGiM5fAA8Xmfg.jpg,0,false,-33.8688,151.2093
ukai-tei-kaohsiung,Ukai-tei Kaohsiung,kaohsiung,Dining,"Ukai-tei Kaohsiung is a renowned dining establishment located in the vibrant city of Kaohsiung, Taiwan. Known for its exquisite Japanese cuisine, particularly its teppanyaki offerings, the restaurant provides an immersive culinary experience where skilled chefs prepare fresh ingredients right before your eyes. The ambiance is elegant and inviting, making it an ideal spot for both special occasions and casual dining. Despite not having Michelin stars, Ukai-tei is celebrated for its high-quality dishes and attentive service, promising a memorable gastronomic adventure.",,https://framerusercontent.com/images/khRNETwO5ztYanpUKwJOt4l0o.webp,0,false,22.6273,120.3014
ukai-tei-omotesando,Ukai-tei Omotesando,tokyo,Dining,"Ukai-tei Omotesando is a renowned dining establishment located in the vibrant city of Tokyo. Known for its exquisite Japanese cuisine, the restaurant offers a unique blend of traditional and contemporary culinary experiences. With a focus on seasonal ingredients and meticulous preparation, diners can expect a memorable meal in an elegant setting. While it currently holds no Michelin stars, its exceptional service and ambiance make it a popular choice for both locals and visitors seeking an authentic taste of Japan.",,https://framerusercontent.com/images/98J0Elu3K2s2rhIosSb1DHSOW8.jpg,0,false,35.6762,139.6503
umbral,Umbral,mexico-city,Hotels,"Umbral is a dining establishment located in Mexico City, renowned for its innovative approach to traditional Mexican cuisine. The restaurant offers a unique ambiance that complements its creative dishes, making it a popular choice for both locals and visitors. Although it currently holds no Michelin stars, Umbral is celebrated for its dedication to quality and flavor, promising an exceptional culinary experience.",,https://framerusercontent.com/images/WA8uFNQKxhVpJi0phWSCt6hksh0.jpg,0,false,19.4422983,-99.2017776
viceroy-santa-monica,Viceroy Santa Monica,los-angeles,Hotels,"Viceroy Santa Monica is a chic and stylish hotel located in the heart of Santa Monica, Los Angeles. This upscale beachfront property offers modern accommodations with stunning ocean views and easy access to the vibrant Santa Monica Pier and shopping areas. Guests can enjoy a luxurious experience with amenities including a relaxing pool, a trendy restaurant, and a wellness center, making it an ideal destination for both leisure and business travelers.",,https://framerusercontent.com/images/Cu7bWHM77lOYOJl4tC8mEciPoM0.jpg,0,false,34.0081266,-118.4904673
virens,Virens,barcelona,Dining,"Virens is a unique dining establishment located in the vibrant city of Barcelona. Known for its innovative approach to cuisine, this restaurant aims to offer a memorable culinary experience, although it currently holds no Michelin stars. With a commitment to fresh ingredients and a creative menu, Virens seeks to attract food enthusiasts looking for new tastes in a lively urban setting. While it has yet to be reviewed, the location and concept suggest it has the potential to become a noteworthy spot in Barcelona's diverse dining scene.",,https://framerusercontent.com/images/gOT1dR2WXKDJ3ugXfLYabZpDFPc.jpg,0,false,41.3905581,2.1692629
volkshaus-basel,Volkshaus Basel,basel,Hotels,"Volkshaus Basel is a renowned cultural and culinary hub located in the heart of Basel, Switzerland. Known for its vibrant atmosphere, the venue combines a restaurant, bar, and event space, making it a popular destination for both locals and visitors. With a focus on seasonal and regional ingredients, the restaurant offers a diverse menu that reflects the rich culinary traditions of the area. Whether you're looking to enjoy a meal, attend a concert, or participate in various cultural events, Volkshaus Basel provides a unique experience that captures the essence of Swiss hospitality.",,https://framerusercontent.com/images/3qVeYT4az0X3ATzKCqPlsgWmg.webp,0,false,47.5609744,7.5937231
w-osaka,W Osaka,osaka,Hotels,"W Osaka is a luxurious hotel located in the vibrant city of Osaka, Japan. Known for its stylish design and modern amenities, it offers a unique blend of contemporary elegance and traditional Japanese hospitality. The hotel features spacious rooms, a variety of dining options, and a lively atmosphere, making it an ideal choice for travelers looking to explore the dynamic culture and culinary delights of Osaka. While it currently holds no Michelin stars, its proximity to the city's renowned dining scene allows guests to easily experience exceptional local cuisine.",,https://framerusercontent.com/images/FPQuUg6YPEiEPJd3jpHQ8IwqSQ.jpg,0,false,34.677846,135.4998811
w-taipei,W Taipei,taipei,Hotels,"W Taipei is a luxurious hotel located in the vibrant city of Taipei, known for its modern design and vibrant atmosphere. Situated in the Xinyi District, it offers easy access to popular attractions, shopping, and dining options. The hotel features stylish rooms with stunning views of the city skyline, top-notch amenities, and a trendy nightlife scene, making it a perfect choice for both leisure and business travelers.",,https://framerusercontent.com/images/PBi9VoGR5xpAUqnExfCiMTq08.jpeg,0,false,25.0404919,121.5657463
w-verbier,W Verbier,valais,Hotels,"W Verbier is a luxurious hotel located in the picturesque Valais region of Switzerland, renowned for its stunning alpine views and vibrant après-ski scene. This stylish retreat offers modern accommodations, an array of gourmet dining options, and a world-class spa, making it an ideal destination for both adventure seekers and those looking to relax. With direct access to the slopes of Verbier, one of the premier ski resorts in the Alps, guests can enjoy a perfect blend of outdoor activities and upscale comfort.",,https://framerusercontent.com/images/wPloYavvYaKvaVNu2ux2XdZm4ZE.jpg,0,false,46.0923491,7.2332172
wat-chifeng,WAT ChiFeng,taipei,Dining,"WAT ChiFeng is a dining establishment located in the vibrant city of Taipei. Known for its unique blend of flavors, this restaurant offers a culinary experience that reflects both traditional and modern influences. Despite currently having no Michelin stars, WAT ChiFeng is a notable spot for food enthusiasts looking to explore the diverse tastes of Taiwan. With a focus on quality ingredients and innovative dishes, this venue aims to impress both locals and visitors alike.",,https://framerusercontent.com/images/OwwK1xSknYN2689PnDlxZ3Lp8Y.jpg,0,false,25.033,121.5654
waddington-custot,Waddington Custot,london,Other,"Waddington Custot is a prominent contemporary art gallery located in London, known for showcasing a diverse range of modern and contemporary artworks. With a focus on both established and emerging artists, the gallery offers a dynamic platform for exhibitions and art events. Its commitment to innovation and creativity makes it a significant destination for art enthusiasts and collectors alike.",,https://framerusercontent.com/images/yJZpgF5iBzmrjYgKyhTZ0uLDk.jpg,0,false,51.5100921,-0.1414135
walt-disney-concert-hall,Walt Disney Concert Hall,los-angeles,Culture,"The Walt Disney Concert Hall, located in the heart of Los Angeles, is an architectural masterpiece designed by Frank Gehry. Opened in 2003, it serves as the home of the Los Angeles Philharmonic and is renowned for its stunning stainless steel exterior and exceptional acoustics. The concert hall hosts a variety of performances, from classical music to contemporary acts, making it a cultural landmark and a must-visit destination for both locals and tourists.",,https://framerusercontent.com/images/V4u1Y0nvc960BQReKrPwAsKTVU.webp,0,false,34.0554291,-118.2499126
wandering-walls,Wandering Walls,pingtung,Hotels,"Wandering Walls is an intriguing destination located in Pingtung City, renowned for its vibrant street art and murals that reflect the local culture and creativity. This unique site invites visitors to explore a colorful tapestry of artistic expressions set against the backdrop of the city's charming streets. Although it currently does not hold any Michelin stars, its captivating atmosphere and artistic allure make it a must-visit spot for art enthusiasts and travelers alike.",,https://framerusercontent.com/images/SMv7WcmPdY2EF1Q3qNHcjIgoD4.jpg,0,false,22.6828017,120.487928
warren-street-hotel,Warren Street Hotel,new-york,Hotels,"The Warren Street Hotel, located in the vibrant city of New York, offers a blend of modern comfort and classic charm. Situated in a bustling neighborhood, this hotel is ideal for travelers seeking easy access to popular attractions, dining, and nightlife. With its stylish accommodations and attentive service, the Warren Street Hotel provides a welcoming atmosphere for both business and leisure guests. Experience the essence of New York City while enjoying a comfortable stay at this centrally located hotel.",,https://framerusercontent.com/images/5NbMG6FD8IIUETXEX05Po8Z6kg.jpg,0,false,40.7155659,-74.0104748
washington-square-hotel,Washington Square Hotel,new-york,Hotels,"The Washington Square Hotel is a charming boutique hotel located in the vibrant heart of New York City’s Greenwich Village. Nestled near the iconic Washington Square Park, this hotel offers easy access to a variety of cultural attractions, dining options, and lively nightlife. Known for its warm hospitality and comfortable accommodations, the Washington Square Hotel is an ideal choice for travelers seeking to experience the unique essence of the city.",,https://framerusercontent.com/images/gTG1avxkCeDQMiA93QMAXnafObE.jpg,0,false,40.732497,-73.9987362
watchhouse-5th-ave,WatchHouse 5th Ave,new-york,Dining,"WatchHouse 5th Ave is a vibrant café located in the heart of New York City. Known for its inviting atmosphere and quality coffee, it serves as a popular spot for both locals and tourists. With a focus on community and a commitment to sustainability, WatchHouse 5th Ave offers a unique experience for those looking to enjoy a delicious beverage in a stylish setting. Although it currently holds no Michelin stars, its charm and dedication to quality have made it a noteworthy destination for coffee enthusiasts.",,https://framerusercontent.com/images/nOMdxMy0RyTBjO0htFESV2DBGE.jpg,0,false,40.7127281,-74.0060152
